cod_estacion,nombre,tipo,latitud,longitud,activa,fecha,indice,debido_a
8019054,BARCELONA (PARC DE LA VALL D'HEBRON),FONDO,41.42608,2.14799,true,2025-09-30T07:00:00,2,NO2
8019057,BARCELONA (PALAU REIAL),FONDO,41.3875,2.1151,true,2025-09-30T07:00:00,2,NO2
8019058,BARCELONA (OBSERVATORI FABRA),FONDO,41.4189,2.1237,true,2025-09-30T07:00:00,2,O3
8022006,BERGA (POLIESPORTIU),FONDO,42.09791,1.84824,true,2025-09-30T07:00:00,1,O3
8074005,CUBELLES (POLIESPORTIU),INDUSTRIAL,41.2022,1.6722,false,2025-09-30T07:00:00,,
8074006,CUBELLES (POLIESPORTIU),FONDO,41.2022,1.6722,true,2025-09-30T07:00:00,1,O3
8089005,GAVÀ (PARC DEL MIL·LENI),FONDO,41.30311,1.99152,true,2025-09-30T07:00:00,10,O3
8096014,GRANOLLERS (FRANCESC MACIÀ),TRAFICO,41.59867,2.28712,true,2025-09-30T07:00:00,2,NO2
8101001,L'HOSPITALET DE LLOBREGAT (AV. DEL TORRENT GORNAL),FONDO,41.3705,2.11497,true,2025-09-30T07:00:00,2,NO2
8102005,IGUALADA (LA MASUCA),INDUSTRIAL,41.5776,1.6259,false,2025-09-30T07:00:00,,
8102007,IGUALADA (VIRTUT-DELICIES),FONDO,41.5776,1.6259,true,2025-09-30T07:00:00,1,PM10
8112003,MANLLEU (HOSPITAL COMARCAL),FONDO,42.00328,2.28727,true,2025-09-30T07:00:00,2,PM2.5
8113007,MANRESA (PL. D'ESPANYA),TRAFICO,41.73028,1.82531,true,2025-09-30T07:00:00,1,NO2
8114006,MARTORELL (POLIESPORTIU MUNICIPAL),FONDO,41.4756,1.9232,true,2025-09-30T07:00:00,2,PM10
8121013,MATARÓ (PASSEIG DELS MOLINS),FONDO,41.54716,2.44325,true,2025-09-30T07:00:00,1,O3
8124009,MOLLET DEL VALLÈS (AP7 KM. 139),TRAFICO,41.5492,2.2121,true,2025-09-30T07:00:00,2,PM2.5
8125002,MONTCADA I REIXAC (PL. DE LLUÍS COMPANYS),TRAFICO,41.4821,2.1885,true,2025-09-30T07:00:00,2,PM10
8125013,MONTCADA I REIXAC (CAN SANT JOAN),INDUSTRIAL,41.4698,2.18423,true,2025-09-30T07:00:00,2,PM10
8137001,MONTSENY (LA CASTANYA),FONDO,41.77934,2.35802,true,2025-09-30T07:00:00,20,O3
8157003,PALLEJÀ (ROCA DE VILANA),INDUSTRIAL,41.4153,1.9905,true,2025-09-30T07:00:00,10,NO2
8169008,EL PRAT DE LLOBREGAT (JARDINS DE LA PAU),FONDO,41.3215,2.09773,true,2025-09-30T07:00:00,2,NO2
8169009,EL PRAT DE LLOBREGAT (CEM SAGNIER),FONDO,41.32177,2.08214,true,2025-09-30T07:00:00,20,NO2
8184006,RUBÍ (CA N'ORIOL),FONDO,41.49208,2.0425,true,2025-09-30T07:00:00,2,PM10
8187012,SABADELL (GRAN VIA),TRAFICO,41.56118,2.10141,true,2025-09-30T07:00:00,2,NO2
8194008,SANT ADRIÀ DE BESÒS (OLÍMPIC),TRAFICO,41.4256,2.2222,true,2025-09-30T07:00:00,2,PM10
8196001,SANT ANDREU DE LA BARCA (CEIP JOSEP PLA),TRAFICO,41.4508,1.9749,true,2025-09-30T07:00:00,1,NO2
8202001,SANT CELONI (CARLES DAMM),FONDO,41.68905,2.49575,true,2025-09-30T07:00:00,1,NO2
8205002,SANT CUGAT DEL VALLÈS (PARC DE SANT FRANCESC),FONDO,41.47677,2.08898,true,2025-09-30T07:00:00,1,NO2
8245012,SANTA COLOMA DE GRAMENET (BALLDOVINA),FONDO,41.44735,2.20951,true,2025-09-30T07:00:00,2,NO2
8251003,SANTA MARGARIDA I ELS MONJOS (LA RÀPITA),INDUSTRIAL,41.3084,1.64734,true,2025-09-30T07:00:00,2,NO2
8252006,BARBERÀ DEL VALLÈS (MORAGUES - MONTSERRAT),FONDO,41.51268,2.12538,true,2025-09-30T07:00:00,1,NO2
8259002,SANTA MARIA DE PALAUTORDERA (MARTÍ BOADA),FONDO,41.69127,2.44094,true,2025-09-30T07:00:00,1,O3
8260010,SANTA PERPÈTUA DE MOGODA (ONZE DE SETEMBRE),TRAFICO,41.52671,2.1838,true,2025-09-30T07:00:00,2,PM10
8263001,SANT VICENÇ DELS HORTS (RIBOT - SANT MIQUEL),FONDO,41.39216,2.0098,true,2025-09-30T07:00:00,2,NO2
8263007,SANT VICENÇ DELS HORTS (ÀLABA),INDUSTRIAL,41.40077,1.99963,true,2025-09-30T07:00:00,2,NO2
8279011,TERRASSA (PARE ALEGRE),TRAFICO,41.55612,2.0074,true,2025-09-30T07:00:00,20,NO2
8283004,TONA (ZONA ESPORTIVA),FONDO,41.84603,2.21758,true,2025-09-30T07:00:00,1,NO2
8298008,VIC (ESTADI),FONDO,41.93567,2.23857,true,2025-09-30T07:00:00,1,PM10
8301004,VILADECANS (ATRIUM),FONDO,41.31348,2.01382,true,2025-09-30T07:00:00,10,O3
8305006,VILAFRANCA DEL PENEDÈS (ZONA ESPORTIVA),FONDO,41.34682,1.68658,true,2025-09-30T07:00:00,1,PM10
8307012,VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),TRAFICO,41.21904,1.72125,true,2025-09-30T07:00:00,20,PM10
9018002,ARANDA DE DUERO 2,TRAFICO,41.66556,-3.68889,true,2025-09-30T07:00:00,1,O3
9059003,BURGOS 1,TRAFICO,42.35083,-3.67556,false,2025-09-30T07:00:00,,
9059006,BURGOS 4,FONDO,42.33611,-3.63611,true,2025-09-30T07:00:00,2,O3
9059008,BURGOS 6,TRAFICO,42.3477,-3.6878,true,2025-09-30T07:00:00,10,PM10
9209001,MEDINA DE POMAR,FONDO,42.9519,-3.4753,true,2025-09-30T07:00:00,10,O3
9219002,MIRANDA DE EBRO 2,INDUSTRIAL,42.68806,-2.94056,true,2025-09-30T07:00:00,1,O3
10037001,CÁCERES,FONDO,39.4838,-6.34243,false,2025-09-30T07:00:00,0,
10148001,PLASENCIA,FONDO,40.04374,-6.08481,true,2025-09-30T07:00:00,20,NO2
10182001,MONFRAGÜE,FONDO,39.84375,-5.94301,true,2025-09-30T07:00:00,0,
11004006,E4:RINCONCILLO,INDUSTRIAL,36.1617,-5.4426,true,2025-09-30T07:00:00,1,NO2
11004007,ALGECIRAS EPS,INDUSTRIAL,36.13623,-5.45343,true,2025-09-30T07:00:00,2,NO2
11006001,ARCOS,INDUSTRIAL,36.73975,-5.74372,true,2025-09-30T07:00:00,1,O3
11008001,LOS BARRIOS,INDUSTRIAL,36.17538,-5.48083,true,2025-09-30T07:00:00,10,O3
11008003,COLEGIO (S1),INDUSTRIAL,36.18562,-5.48893,true,2025-09-30T07:00:00,1,NO2
11008006,PALMONES (S5),INDUSTRIAL,36.1747,-5.43277,true,2025-09-30T07:00:00,1,NO2
11008008,CORTIJILLOS,INDUSTRIAL,36.19048,-5.43576,true,2025-09-30T07:00:00,2,PM2.5
11008009,E2: ALCORNOCALES,FONDO,36.23386,-5.6635,true,2025-09-30T07:00:00,1,PM2.5
11012002,AVDA. MARCONI,TRAFICO,36.50602,-6.26857,true,2025-09-30T07:00:00,1,PM10
11020003,CARTUJA,INDUSTRIAL,36.66086,-6.11449,true,2025-09-30T07:00:00,2,PM10
11020004,JEREZ-CHAPMN,FONDO,36.68855,-6.11724,true,2025-09-30T07:00:00,2,PM10
11022005,LA LÍNEA,INDUSTRIAL,36.15937,-5.34836,true,2025-09-30T07:00:00,2,NO2
11022007,E7:EL ZABAL,FONDO,36.17315,-5.34194,true,2025-09-30T07:00:00,1,NO2
11026001,PRADO REY,INDUSTRIAL,36.79449,-5.53162,true,2025-09-30T07:00:00,20,PM10
11028001,RIO SAN PEDRO,FONDO,36.52283,-6.22517,true,2025-09-30T07:00:00,1,PM10
11031001,SAN FERNANDO,FONDO,36.46059,-6.20307,true,2025-09-30T07:00:00,10,PM10
11033003,SAN ROQUE (S6),INDUSTRIAL,36.21204,-5.43027,true,2025-09-30T07:00:00,10,PM2.5
11033004,CARTEYA (S9),INDUSTRIAL,36.20879,-5.39138,false,2025-09-30T07:00:00,1,NO2
11033005,CAMPAMENTO,INDUSTRIAL,36.17943,-5.37697,true,2025-09-30T07:00:00,2,NO2
11033006,ECONOMATO,INDUSTRIAL,36.1862,-5.3808,true,2025-09-30T07:00:00,2,PM2.5
11033007,GUADARRANQUE,INDUSTRIAL,36.1821,-5.41141,true,2025-09-30T07:00:00,1,O3
11033008,MADREVIEJA,INDUSTRIAL,36.20442,-5.40471,true,2025-09-30T07:00:00,1,PM2.5
11033009,HOSTELERÍA,TRAFICO,36.20388,-5.38371,true,2025-09-30T07:00:00,20,NO2
11033010,PUENTE MAYORGA,INDUSTRIAL,36.1801,-5.3825,true,2025-09-30T07:00:00,10,PM2.5
12005004,L'ALCORA-PM,INDUSTRIAL,40.06861,-0.20639,false,2025-09-30T07:00:00,0,
12005005,ALCORA,INDUSTRIAL,40.05194,-0.18972,true,2025-09-30T07:00:00,10,PM10
12009007,ALMASSORA-C. P. OCHANDO,INDUSTRIAL,39.94528,-0.05639,true,2025-09-30T07:00:00,0,
12028001,BENICASSIM,INDUSTRIAL,40.06222,0.07278,true,2025-09-30T07:00:00,0,
12032001,BURRIANA,INDUSTRIAL,39.89222,-0.065,true,2025-09-30T07:00:00,0,
12032005,BURRIANA RESIDENCIA,INDUSTRIAL,39.895,-0.08778,false,2025-09-30T07:00:00,0,
12040008,CASTELLÓ-PENYETA,INDUSTRIAL,40.01278,-0.05722,true,2025-09-30T07:00:00,2,O3
12040009,CASTELLÓ-ERMITA,INDUSTRIAL,39.95917,-0.03611,true,2025-09-30T07:00:00,10,NO2
12040010,CASTELLÓ-GRAU,INDUSTRIAL,39.98194,0.01056,true,2025-09-30T07:00:00,10,O3
12040015,CASTELLÓ-PATRONAT D'ESPORTS,TRAFICO,39.98889,-0.02611,true,2025-09-30T07:00:00,20,O3
12040016,CASTELLÓ - ITC,FONDO,39.99583,-0.065,false,2025-09-30T07:00:00,0,
12040020,CASTELLO CEIP LA MARINA,INDUSTRIAL,39.9694,0.0089,true,2025-09-30T07:00:00,20,O3
12046001,CIRAT,FONDO,40.05417,-0.46833,true,2025-09-30T07:00:00,10,O3
12080007,MORELLA,INDUSTRIAL,40.63722,-0.09111,true,2025-09-30T07:00:00,20,O3
12084003,ONDA,INDUSTRIAL,39.96278,-0.23333,true,2025-09-30T07:00:00,20,O3
12093004,CORATXAR,INDUSTRIAL,40.69167,0.08472,true,2025-09-30T07:00:00,20,O3
12099001,SANT JORDI,FONDO,40.55472,0.37278,true,2025-09-30T07:00:00,20,O3
12120001,TORRE ENDOMENECH,FONDO,40.26944,-0.07889,true,2025-09-30T07:00:00,20,O3
12124001,VALL D'ALBA PM,INDUSTRIAL,40.175,-0.03444,false,2025-09-30T07:00:00,0,
12126003,LA VALL D'UIXÓ,FONDO,39.82361,-0.24444,true,2025-09-30T07:00:00,20,O3
12129001,VILAFRANCA,FONDO,40.41667,-0.24917,true,2025-09-30T07:00:00,20,O3
12135004,VILA-REAL-PM,INDUSTRIAL,39.94167,-0.10583,false,2025-09-30T07:00:00,0,
12140002,VIVER,FONDO,39.93056,-0.60333,true,2025-09-30T07:00:00,10,O3
12141002,ZORITA,FONDO,40.735,-0.16944,true,2025-09-30T07:00:00,20,PM10
13034002,CIUDAD REAL,FONDO,38.9939,-3.9378,true,2025-09-30T07:00:00,10,PM10
13053001,MANZANARES,FONDO,38.9957,-3.3588,true,2025-09-30T07:00:00,1,O3
13071014,CALLE ANCHA,INDUSTRIAL,38.6893,-4.1115,false,2025-09-30T07:00:00,,
13071015,CAMPO DE FÚTBOL,INDUSTRIAL,38.682,-4.0886,true,2025-09-30T07:00:00,20,O3
13071016,INSTITUTO Nº 3,INDUSTRIAL,38.6807,-4.1083,false,2025-09-30T07:00:00,,
13071017,BARRIO 630,INDUSTRIAL,38.7027,-4.112,true,2025-09-30T07:00:00,10,PM10
13071018,RAMPAS MECÁNICAS,TRAFICO,38.69,-4.1134,true,2025-09-30T07:00:00,1,NO2
13071019,ALMACÉN MUNICIPAL,INDUSTRIAL,38.6791,-4.1078,true,2025-09-30T07:00:00,10,O3
14021006,ASOMADILLA,FONDO,37.90274,-4.77958,true,2025-09-30T07:00:00,10,PM10
14021007,LEPANTO,FONDO,37.89261,-4.76234,true,2025-09-30T07:00:00,1,PM10
14021009,AVDA. AL-NASIR,TRAFICO,37.8926,-4.7801,true,2025-09-30T07:00:00,1,NO2
14026002,POBLADO,INDUSTRIAL,38.10814,-4.9268,false,2025-09-30T07:00:00,,
14047001,OBEJO,INDUSTRIAL,38.1325,-4.8017,false,2025-09-30T07:00:00,,
14068001,VILLAHARTA,INDUSTRIAL,38.13793,-4.90397,false,2025-09-30T07:00:00,,
15005011,PASTORIZA-REPSOL,INDUSTRIAL,43.3353,-8.472,true,2025-09-30T07:00:00,1,NO2
15005012,CENTRO CIVICO,INDUSTRIAL,43.3023,-8.506,true,2025-09-30T07:00:00,2,O3
15005014,SABÓN-EMBALSE,INDUSTRIAL,43.3223,-8.4997,true,2025-09-30T07:00:00,2,PM10
15005015,PARQUE DA CEGA,INDUSTRIAL,43.34305,-8.44914,true,2025-09-30T07:00:00,2,NO2
15017002,S. VICENTE DE VIGO,INDUSTRIAL,43.2446,-8.3187,false,2025-09-30T07:00:00,,
15021001,MONTE XALO,INDUSTRIAL,43.2219,-8.4033,false,2025-09-30T07:00:00,,
15023004,CEE,INDUSTRIAL,42.9536,-9.1861,true,2025-09-30T07:00:00,1,PM2.5
15024001,CERCEDA,INDUSTRIAL,43.1866,-8.4716,true,2025-09-30T07:00:00,1,NO2
15024005,RODÍS,INDUSTRIAL,43.1478,-8.545,false,2025-09-30T07:00:00,,
15024006,Monte Xalo,INDUSTRIAL,43.20364,-8.41414,true,2025-09-30T07:00:00,1,PM2.5
15026001,PARAXÓN,INDUSTRIAL,43.17702,-8.19442,false,2025-09-30T07:00:00,,
15030001,CORLAB 1,TRAFICO,43.3671,-8.4206,true,2025-09-30T07:00:00,2,O3
15030021,LA GRELA,INDUSTRIAL,43.3542,-8.4249,true,2025-09-30T07:00:00,2,NO2
15030027,TORRE DE HÉRCULES,FONDO,43.3828,-8.4092,true,2025-09-30T07:00:00,2,O3
15030028,SAN PEDRO (AIR LIQUIDE),INDUSTRIAL,43.3774,-8.4369,true,2025-09-30T07:00:00,1,PM10
15032001,TEIXEIRO,INDUSTRIAL,43.1407,-8.0331,true,2025-09-30T07:00:00,1,PM10
15034008,DUMBRIA,INDUSTRIAL,43.0089,-9.1189,true,2025-09-30T07:00:00,1,PM10
15036003,FERROL,TRAFICO,43.4815,-8.24312,true,2025-09-30T07:00:00,2,O3
15036004,A CABANA,INDUSTRIAL,43.4916,-8.2522,true,2025-09-30T07:00:00,2,O3
15041001,PAIOSACO,INDUSTRIAL,43.2597,-8.555,true,2025-09-30T07:00:00,2,O3
15051001,PENEDO,INDUSTRIAL,43.45921,-8.24423,true,2025-09-30T07:00:00,1,NO2
15055003,XUBIA (MEGASA),INDUSTRIAL,43.5197,-8.1502,true,2025-09-30T07:00:00,1,PM10
15057999,NOIA,FONDO,42.72081,-8.92347,true,2025-09-30T07:00:00,2,O3
15059002,PRESA DE VILLAGUDÍN,INDUSTRIAL,43.0935,-8.4964,true,2025-09-30T07:00:00,1,PM10
15059004,BUSCÁS,INDUSTRIAL,43.116,-8.3513,true,2025-09-30T07:00:00,1,O3
15070002,MAGDALENA (B-1),INDUSTRIAL,43.4539,-7.8478,true,2025-09-30T07:00:00,2,O3
15070006,FRAGA REDONDA (F-2),INDUSTRIAL,43.4054,-7.9886,true,2025-09-30T07:00:00,2,O3
15070010,MACIÑEIRA,INDUSTRIAL,43.4454,-7.9181,true,2025-09-30T07:00:00,1,PM10
15070011,MARRAXÓN,INDUSTRIAL,43.4708,-7.8398,false,2025-09-30T07:00:00,,
15078005,CAMPO DE FÚTBOL,INDUSTRIAL,42.9092,-8.5068,true,2025-09-30T07:00:00,1,PM10
15078007,COMPOSTELA,FONDO,42.876,-8.5591,true,2025-09-30T07:00:00,1,O3
15078008,SAN CAETANO,TRAFICO,42.8878,-8.5311,true,2025-09-30T07:00:00,1,O3
16078001,CUENCA,FONDO,40.0619,-2.1297,true,2025-09-30T07:00:00,10,PM10
17001002,AGULLANA (DIPÒSITS D'AIGUA),FONDO,42.39198,2.84214,true,2025-09-30T07:00:00,2,O3
17013001,BEGUR (CENTRE D'ESTUDIS DEL MAR),FONDO,41.95868,3.21285,true,2025-09-30T07:00:00,2,O3
17032999,CABO DE CREUS,FONDO,42.31917,3.31556,true,2025-09-30T07:00:00,2,O3
17079003,GIRONA (ESCOLA DE MÚSICA),TRAFICO,41.97639,2.81655,true,2025-09-30T07:00:00,1,PM2.5
17125001,PARDINES (AJUNTAMENT),FONDO,42.3121,2.213,true,2025-09-30T07:00:00,1,O3
17184001,SANTA PAU (CAN JORDÀ),FONDO,42.14326,2.51021,true,2025-09-30T07:00:00,1,O3
18021001,CIUDAD DEPORTIVA,FONDO,37.1356,-3.6193,true,2025-09-30T07:00:00,1,O3
18087007,GRANADA - NORTE,TRAFICO,37.1961,-3.61266,true,2025-09-30T07:00:00,2,NO2
18087010,PALACIO CONGRESOS,FONDO,37.16568,-3.6001,true,2025-09-30T07:00:00,1,PM10
18140001,MOTRIL,FONDO,36.74312,-3.5173,true,2025-09-30T07:00:00,10,PM10
18189999,VÍZNAR,FONDO,37.23694,-3.55056,true,2025-09-30T07:00:00,1,O3
19046001,AZUQUECA DE HENARES,FONDO,40.571,-3.2646,false,2025-09-30T07:00:00,,
19046002,AZUQUECA - IES,FONDO,40.5684,-3.2702,true,2025-09-30T07:00:00,20,O3
19061999,CAMPISÁBALOS,FONDO,41.27417,-3.1425,true,2025-09-30T07:00:00,2,O3
19130001,GUADALAJARA,FONDO,40.6298,-3.1716,true,2025-09-30T07:00:00,2,O3
20009001,ANDOAIN,TRAFICO,43.2213,-2.02328,true,2025-09-30T07:00:00,2,PM10
20016001,PAGOETA,FONDO,43.25056,-2.155,true,2025-09-30T07:00:00,2,O3
20018001,AZPEITIA,TRAFICO,43.1804,-2.2682,true,2025-09-30T07:00:00,1,PM10
20019001,BEASAIN,TRAFICO,43.04811,-2.19138,true,2025-09-30T07:00:00,1,PM2.5
20036001,JAIZKIBEL,FONDO,43.34289,-1.85943,true,2025-09-30T07:00:00,2,O3
20040001,HERNANI,TRAFICO,43.2675,-1.9777,true,2025-09-30T07:00:00,1,NO2
20055001,ARRASATE,TRAFICO,43.0642,-2.4904,true,2025-09-30T07:00:00,1,PM10
20069002,ATEGORRIETA,TRAFICO,43.322,-1.9607,true,2025-09-30T07:00:00,1,PM10
20069004,PUYO,FONDO,43.30278,-1.98444,true,2025-09-30T07:00:00,1,NO2
20069005,AVENIDA TOLOSA,TRAFICO,43.3094,-2.0109,true,2025-09-30T07:00:00,1,NO2
20069006,EASO,TRAFICO,43.31217,-1.98083,true,2025-09-30T07:00:00,2,NO2
20069007,ZUBIETA,FONDO,43.27209,-2.03131,true,2025-09-30T07:00:00,1,PM2.5
20071001,TOLOSA,TRAFICO,43.1308,-2.078,true,2025-09-30T07:00:00,1,PM2.5
20073001,USURBIL,INDUSTRIAL,43.27379,-2.05051,true,2025-09-30T07:00:00,2,PM2.5
20080001,ZUMARRAGA,FONDO,43.12518,-2.31811,true,2025-09-30T07:00:00,1,PM2.5
20902001,LASARTE-ORIA,FONDO,43.26874,-2.01913,true,2025-09-30T07:00:00,1,NO2
21005002,MATALASCAÑAS,FONDO,37.0161,-6.57042,true,2025-09-30T07:00:00,10,PM10
21005999,DOÑANA,FONDO,37.05194,-6.555,true,2025-09-30T07:00:00,1,NO2
21041008,LA ORDEN,INDUSTRIAL,37.27964,-6.93807,true,2025-09-30T07:00:00,10,NO2
21041010,LOS ROSALES,INDUSTRIAL,37.2602,-6.9255,true,2025-09-30T07:00:00,10,PM10
21041012,ROMERALEJO,INDUSTRIAL,37.26725,-6.91905,true,2025-09-30T07:00:00,0,
21041015,MARISMAS DEL TITÁN,INDUSTRIAL,37.25258,-6.94219,true,2025-09-30T07:00:00,1,NO2
21041016,POZO DULCE,TRAFICO,37.25336,-6.93514,true,2025-09-30T07:00:00,1,PM10
21041017,CAMPUS DEL CARMEN,INDUSTRIAL,37.27168,-6.92529,true,2025-09-30T07:00:00,1,PM2.5
21050001,MOGUER,INDUSTRIAL,37.28156,-6.83384,true,2025-09-30T07:00:00,2,PM10
21050002,EL ARENOSILLO,FONDO,37.1041,-6.7341,true,2025-09-30T07:00:00,1,O3
21050003,MAZAGON,INDUSTRIAL,37.13379,-6.80745,false,2025-09-30T07:00:00,10,O3
21053003,NIEBLA,INDUSTRIAL,37.3613,-6.6769,true,2025-09-30T07:00:00,2,PM10
21055004,LA RÁBIDA,INDUSTRIAL,37.19977,-6.92027,true,2025-09-30T07:00:00,10,PM10
21055005,PALOS,INDUSTRIAL,37.21925,-6.88858,true,2025-09-30T07:00:00,2,PM10
21055007,TORREARENILLA,INDUSTRIAL,37.19033,-6.90453,false,2025-09-30T07:00:00,10,PM10
21060002,PUNTA UMBRÍA,INDUSTRIAL,37.18568,-6.96414,true,2025-09-30T07:00:00,10,PM10
21064002,SAN JUÁN DEL PUERTO,INDUSTRIAL,37.3154,-6.84463,true,2025-09-30T07:00:00,1,NO2
22125001,HUESCA,TRAFICO,42.13611,-0.40389,true,2025-09-30T07:00:00,1,NO2
22158002,MONZÓN CENTRO,FONDO,41.91614,0.1911,true,2025-09-30T07:00:00,10,NO2
22190001,TORRELISA,FONDO,42.4578,0.1819,true,2025-09-30T07:00:00,2,O3
23010002,BAILÉN,INDUSTRIAL,38.09293,-3.78392,true,2025-09-30T07:00:00,1,PM2.5
23050003,RONDA DEL VALLE,FONDO,37.78255,-3.78157,true,2025-09-30T07:00:00,10,NO2
23050004,LAS FUENTEZUELAS,FONDO,37.78444,-3.81032,true,2025-09-30T07:00:00,1,NO2
23097001,VILLANUEVA DEL ARZOBISPO,INDUSTRIAL,38.1744,-3.01022,true,2025-09-30T07:00:00,1,NO2
24025001,LARIO,FONDO,43.0414,-5.0897,true,2025-09-30T07:00:00,0,
24038001,CARRACEDELO,INDUSTRIAL,42.5586,-6.7256,false,2025-09-30T07:00:00,0,
24064001,CUBILLOS DEL SIL-FESE,INDUSTRIAL,42.61797,-6.56827,true,2025-09-30T07:00:00,2,O3
24089006,BARRIO PINILLA,TRAFICO,42.6039,-5.5872,true,2025-09-30T07:00:00,1,NO2
24089010,LEÓN 4,FONDO,42.5753,-5.5664,true,2025-09-30T07:00:00,10,PM10
24115015,PONFERRADA 4,INDUSTRIAL,42.54278,-6.58472,false,2025-09-30T07:00:00,,
24115017,PONFERRADA 6,TRAFICO,42.5507,-6.6036,true,2025-09-30T07:00:00,1,NO2
24134006,LA ROBLA,INDUSTRIAL,42.8028,-5.6236,true,2025-09-30T07:00:00,10,O3
24181001,VALDERAS,FONDO,42.0797,-5.4489,true,2025-09-30T07:00:00,20,O3
25051001,BELLVER DE CERDANYA (CEIP MARE DE DÉU DE TALLÓ),FONDO,42.3683,1.7768,false,2025-09-30T07:00:00,,
25051002,BELLVER DE CERDANYA (EL TALLÓ),FONDO,42.3629,1.7797,true,2025-09-30T07:00:00,1,O3
25119002,JUNEDA (PLA DEL MOLÍ),FONDO,41.5441,0.82993,true,2025-09-30T07:00:00,1,PM10
25120001,LLEIDA (IRURITA - PIUS XII),TRAFICO,41.6158,0.6157,true,2025-09-30T07:00:00,2,PM2.5
25172001,PONTS (PONENT),FONDO,41.90665,1.19297,true,2025-09-30T07:00:00,1,O3
25196001,MONTSEC (OAM),FONDO,42.05134,0.72956,true,2025-09-30T07:00:00,3,O3
25209001,SORT (ESCOLA DE CAIAC),FONDO,42.40538,1.13,true,2025-09-30T07:00:00,1,PM2.5
25224999,ELS TORMS,FONDO,41.39333,0.73417,true,2025-09-30T07:00:00,10,NO2
26011001,ALFARO,INDUSTRIAL,42.176,-1.744,true,2025-09-30T07:00:00,1,PM10
26019001,ARRÚBAL,INDUSTRIAL,42.44,-2.239,true,2025-09-30T07:00:00,10,O3
26066001,GALILEA,INDUSTRIAL,42.341,-2.232,true,2025-09-30T07:00:00,20,O3
26089001,LA CIGÜEÑA,FONDO,42.464,-2.428,true,2025-09-30T07:00:00,2,PM2.5
26117001,PRADEJÓN,INDUSTRIAL,42.34,-2.059,true,2025-09-30T07:00:00,20,O3
27013002,RIO COBO,INDUSTRIAL,43.6844,-7.4319,true,2025-09-30T07:00:00,1,PM10
27025015,XOVE,INDUSTRIAL,43.68627,-7.50778,true,2025-09-30T07:00:00,2,O3
27028005,LUGO-FINGOY,TRAFICO,42.9979,-7.5509,true,2025-09-30T07:00:00,1,PM10
27028006,Cuíña,INDUSTRIAL,42.9573,-7.5047,true,2025-09-30T07:00:00,2,PM2.5
27033001,LOUSEIRAS (B-2),INDUSTRIAL,43.5329,-7.7377,false,2025-09-30T07:00:00,,
27038004,SUR,INDUSTRIAL,42.71528,-7.44944,false,2025-09-30T07:00:00,,
27057001,EST-OU,INDUSTRIAL,42.7172,-7.4456,true,2025-09-30T07:00:00,1,PM10
27057002,SUR,INDUSTRIAL,42.71528,-7.44944,true,2025-09-30T07:00:00,1,PM10
27058999,O SAVIÑAO,FONDO,42.63472,-7.70458,true,2025-09-30T07:00:00,2,O3
27065004,MOURENCE (C-9),INDUSTRIAL,43.313,-7.6937,true,2025-09-30T07:00:00,2,O3
27902001,BURELA,FONDO,43.6694,-7.3789,false,2025-09-30T07:00:00,,
27902002,ESCOLA DE MÚSICA,FONDO,43.6591,-7.3632,true,2025-09-30T07:00:00,1,PM10
28005002,ALCALÁ DE HENARES,TRAFICO,40.47933,-3.37795,true,2025-09-30T07:00:00,20,O3
28006004,ALCOBENDAS,TRAFICO,40.54035,-3.64525,true,2025-09-30T07:00:00,2,O3
28007004,ALCORCÓN,FONDO,40.3419,-3.8337,true,2025-09-30T07:00:00,2,O3
28009001,ALGETE,FONDO,40.5997,-3.5033,true,2025-09-30T07:00:00,2,O3
28013002,ARANJUEZ,FONDO,40.03327,-3.5914,true,2025-09-30T07:00:00,2,O3
28014002,ARGANDA DEL REY,INDUSTRIAL,40.30069,-3.45883,true,2025-09-30T07:00:00,10,NO2
28016001,EL ATAZAR,FONDO,40.909,-3.4679,true,2025-09-30T07:00:00,2,O3
28045002,COLMENAR VIEJO,TRAFICO,40.6646,-3.7739,true,2025-09-30T07:00:00,2,O3
28047002,COLLADO VILLALBA,TRAFICO,40.6339,-4.01425,true,2025-09-30T07:00:00,2,O3
28049003,COSLADA,TRAFICO,40.4306,-3.5424,true,2025-09-30T07:00:00,2,NO2
28058004,FUENLABRADA,INDUSTRIAL,40.28151,-3.80095,true,2025-09-30T07:00:00,2,O3
28065014,GETAFE,TRAFICO,40.31452,-3.71687,true,2025-09-30T07:00:00,2,O3
28067001,GUADALIX DE LA SIERRA,FONDO,40.78063,-3.70215,true,2025-09-30T07:00:00,2,O3
28074007,LEGANÉS,TRAFICO,40.3397,-3.7545,true,2025-09-30T07:00:00,2,O3
28079004,PLAZA DE ESPAÑA,TRAFICO,40.42417,-3.71222,true,2025-09-30T07:00:00,1,NO2
28079008,ESCUELAS AGUIRRE,TRAFICO,40.42167,-3.68222,true,2025-09-30T07:00:00,2,O3
28079011,RAMÓN Y CAJAL,TRAFICO,40.45167,-3.67722,true,2025-09-30T07:00:00,1,NO2
28079016,ARTURO SORIA,FONDO,40.44,-3.63917,true,2025-09-30T07:00:00,2,O3
28079017,VILLAVERDE,FONDO,40.34694,-3.705,true,2025-09-30T07:00:00,2,O3
